age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
48,retired,divorced,professional.course,no,yes,no,telephone,136.0,2,999.0,0,nonexistent,no
53,technician,married,professional.course,unknown,no,no,cellular,209.0,1,999.0,0,nonexistent,no
38,student,divorced,unknown,no,no,no,cellular,244.0,3,999.0,0,nonexistent,no
39,services,married,basic.9y,no,no,yes,cellular,51.0,2,999.0,0,nonexistent,no
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,367.0,2,999.0,0,nonexistent,no
53,self-employed,married,university.degree,no,yes,no,cellular,528.0,1,,0,nonexistent,yes
33,blue-collar,single,professional.course,no,no,yes,telephone,,1,999.0,0,nonexistent,no
86,retired,married,basic.4y,unknown,yes,no,cellular,186.0,2,999.0,2,failure,no
23,admin.,single,high.school,no,no,no,cellular,22.0,6,999.0,0,nonexistent,no
28,services,single,high.school,no,no,no,telephone,689.0,3,999.0,0,nonexistent,no
51,services,divorced,professional.course,no,yes,no,telephone,150.0,7,999.0,0,nonexistent,no
46,services,married,basic.6y,no,yes,no,cellular,160.0,3,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,no,no,no,cellular,437.0,4,999.0,1,failure,no
34,technician,married,professional.course,no,yes,no,cellular,201.0,1,999.0,0,nonexistent,no
30,technician,single,university.degree,no,unknown,unknown,cellular,272.0,3,999.0,0,nonexistent,no
36,admin.,married,university.degree,unknown,yes,no,cellular,121.0,2,999.0,0,nonexistent,no
68,retired,married,basic.4y,no,yes,yes,cellular,220.0,1,6.0,1,success,yes
23,admin.,married,high.school,no,no,no,cellular,297.0,4,999.0,0,nonexistent,no
35,blue-collar,married,basic.9y,unknown,no,no,cellular,234.0,1,999.0,1,failure,no
26,unemployed,married,high.school,no,no,no,cellular,322.0,4,999.0,0,nonexistent,no
31,admin.,married,high.school,no,no,no,cellular,142.0,1,999.0,0,nonexistent,yes
37,services,single,high.school,no,yes,no,cellular,30.0,6,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,yes,yes,cellular,49.0,3,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,unknown,no,no,telephone,154.0,1,999.0,0,nonexistent,no
47,technician,married,basic.9y,no,no,no,telephone,227.0,1,999.0,0,nonexistent,no
27,blue-collar,married,basic.9y,unknown,no,no,cellular,364.0,2,999.0,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,1015.0,1,999.0,0,nonexistent,yes
29,blue-collar,single,basic.9y,no,no,yes,cellular,107.0,2,999.0,0,nonexistent,yes
49,unemployed,married,university.degree,no,no,no,cellular,171.0,1,999.0,1,failure,no
53,blue-collar,single,basic.4y,unknown,yes,no,cellular,267.0,1,999.0,0,nonexistent,no
45,services,divorced,high.school,unknown,no,no,telephone,691.0,1,999.0,0,nonexistent,no
20,student,single,unknown,no,yes,yes,cellular,187.0,1,3.0,4,success,yes
38,management,,university.degree,no,no,no,cellular,76.0,17,999.0,0,nonexistent,no
44,blue-collar,married,basic.6y,unknown,no,no,telephone,236.0,1,999.0,0,nonexistent,no
30,admin.,married,basic.9y,no,yes,yes,telephone,125.0,1,999.0,0,nonexistent,no
50,management,divorced,high.school,unknown,no,no,telephone,82.0,7,999.0,0,nonexistent,no
36,services,single,high.school,unknown,yes,no,cellular,27.0,6,999.0,1,failure,no
45,blue-collar,single,high.school,unknown,yes,no,cellular,8.0,7,999.0,0,nonexistent,no
38,admin.,married,unknown,no,yes,no,cellular,481.0,3,999.0,0,nonexistent,yes
49,blue-collar,married,professional.course,no,no,no,cellular,118.0,1,999.0,0,nonexistent,no
58,admin.,married,high.school,unknown,yes,no,cellular,103.0,1,999.0,0,nonexistent,no
41,blue-collar,married,basic.6y,no,no,no,cellular,412.0,1,999.0,1,failure,no
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,89.0,1,999.0,0,nonexistent,no
40,services,married,high.school,no,yes,no,cellular,228.0,2,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,11.0,6,999.0,0,nonexistent,no
49,entrepreneur,married,university.degree,unknown,no,no,telephone,379.0,17,999.0,0,nonexistent,no
52,technician,married,high.school,unknown,yes,no,telephone,122.0,1,999.0,0,nonexistent,no
53,management,married,university.degree,no,yes,no,cellular,136.0,5,999.0,0,nonexistent,no
999,blue-collar,single,unknown,unknown,no,no,telephone,80.0,3,999.0,0,nonexistent,no
45,housemaid,divorced,basic.4y,unknown,no,no,cellular,420.0,1,999.0,0,nonexistent,yes
34,blue-collar,married,basic.9y,unknown,no,no,cellular,728.0,2,,0,nonexistent,no
31,services,single,high.school,no,yes,no,cellular,475.0,1,999.0,0,nonexistent,no
64,housemaid,married,basic.4y,no,no,yes,cellular,501.0,1,6.0,1,success,no
28,services,single,high.school,no,no,no,telephone,322.0,1,999.0,0,nonexistent,no
41,technician,married,professional.course,unknown,no,no,telephone,105.0,3,999.0,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,telephone,172.0,2,999.0,0,nonexistent,no
31,management,single,professional.course,no,yes,no,telephone,256.0,6,999.0,0,nonexistent,no
41,admin.,married,high.school,no,no,no,telephone,356.0,2,999.0,0,nonexistent,no
35,blue-collar,married,basic.6y,unknown,no,no,telephone,147.0,1,999.0,0,nonexistent,no
30,entrepreneur,married,high.school,no,no,no,cellular,706.0,1,999.0,1,failure,no
50,admin.,married,basic.6y,no,yes,no,cellular,264.0,1,999.0,0,nonexistent,no
72,retired,married,professional.course,no,yes,no,telephone,93.0,2,999.0,0,nonexistent,no
33,blue-collar,single,basic.6y,unknown,no,no,cellular,35.0,1,999.0,0,nonexistent,no
36,admin.,married,university.degree,unknown,yes,yes,cellular,97.0,1,999.0,0,nonexistent,no
43,admin.,married,unknown,no,yes,no,telephone,189.0,2,999.0,0,nonexistent,no
30,admin.,single,high.school,no,no,no,telephone,308.0,3,999.0,0,nonexistent,no
37,technician,married,professional.course,no,no,no,cellular,243.0,10,999.0,0,nonexistent,no
32,blue-collar,married,basic.4y,no,no,yes,cellular,80.0,4,999.0,0,nonexistent,no
30,blue-collar,,basic.6y,no,yes,yes,cellular,429.0,2,999.0,0,nonexistent,no
29,admin.,,high.school,no,no,no,cellular,113.0,4,999.0,0,nonexistent,no
32,unemployed,married,basic.9y,no,no,no,telephone,143.0,2,999.0,0,nonexistent,no
999,admin.,married,university.degree,no,yes,yes,cellular,8.0,9,999.0,0,nonexistent,no
31,technician,married,unknown,no,yes,no,cellular,84.0,1,999.0,1,failure,no
60,retired,married,high.school,no,no,no,cellular,200.0,1,6.0,1,success,yes
34,management,married,university.degree,no,yes,no,telephone,280.0,1,999.0,0,nonexistent,no
49,entrepreneur,married,university.degree,no,no,no,cellular,,2,999.0,0,nonexistent,no
36,blue-collar,single,basic.6y,no,yes,no,cellular,423.0,1,999.0,0,nonexistent,no
25,unemployed,married,university.degree,no,no,no,cellular,529.0,2,999.0,0,nonexistent,yes
28,admin.,married,university.degree,no,yes,no,cellular,63.0,1,999.0,0,nonexistent,no
55,technician,,professional.course,unknown,yes,no,cellular,80.0,1,999.0,0,nonexistent,no
23,student,single,professional.course,no,yes,no,cellular,316.0,1,8.0,2,success,yes
47,admin.,married,university.degree,no,yes,no,cellular,45.0,1,,1,failure,no
22,blue-collar,married,professional.course,no,yes,no,cellular,143.0,5,999.0,0,nonexistent,no
38,blue-collar,married,basic.6y,no,no,no,telephone,184.0,1,999.0,0,nonexistent,no
999,technician,married,professional.course,no,yes,yes,cellular,543.0,1,999.0,0,nonexistent,no
49,self-employed,divorced,university.degree,no,no,yes,cellular,207.0,2,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,74.0,1,999.0,0,nonexistent,no
31,services,married,high.school,no,unknown,unknown,cellular,582.0,2,999.0,1,failure,no
28,blue-collar,single,professional.course,no,yes,no,cellular,113.0,1,999.0,0,nonexistent,no
51,housemaid,married,high.school,no,no,no,cellular,28.0,4,999.0,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,no,no,telephone,109.0,1,999.0,0,nonexistent,no
30,admin.,married,unknown,no,yes,no,cellular,305.0,1,999.0,0,nonexistent,no
40,management,married,university.degree,no,no,no,cellular,17.0,11,999.0,0,nonexistent,no
33,blue-collar,single,basic.4y,no,yes,no,telephone,23.0,3,999.0,1,failure,no
48,services,married,professional.course,unknown,yes,no,cellular,,5,999.0,0,nonexistent,no
46,blue-collar,married,basic.4y,unknown,no,no,telephone,338.0,2,,0,nonexistent,no
999,entrepreneur,married,basic.9y,no,yes,no,telephone,215.0,2,999.0,0,nonexistent,no
48,admin.,married,university.degree,unknown,yes,no,telephone,82.0,2,999.0,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,119.0,3,999.0,0,nonexistent,no
47,admin.,single,university.degree,no,yes,no,cellular,156.0,3,999.0,0,nonexistent,no
24,blue-collar,married,basic.9y,no,no,yes,telephone,167.0,1,999.0,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,telephone,193.0,6,999.0,0,nonexistent,no
34,admin.,married,professional.course,no,yes,no,telephone,248.0,2,999.0,0,nonexistent,no
34,technician,single,professional.course,no,no,no,cellular,211.0,1,999.0,0,nonexistent,yes
46,technician,,professional.course,no,yes,no,telephone,148.0,2,999.0,0,nonexistent,no
56,admin.,married,basic.9y,no,yes,yes,cellular,313.0,2,999.0,0,nonexistent,no
999,services,married,high.school,no,yes,no,cellular,164.0,2,999.0,0,nonexistent,no
36,admin.,,high.school,no,yes,no,cellular,4.0,2,999.0,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,cellular,75.0,4,999.0,0,nonexistent,no
55,technician,married,basic.6y,no,yes,no,telephone,452.0,2,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,no,no,cellular,503.0,1,999.0,0,nonexistent,no
31,blue-collar,single,high.school,unknown,yes,no,telephone,187.0,2,999.0,0,nonexistent,no
31,unemployed,married,university.degree,no,yes,no,cellular,22.0,4,999.0,0,nonexistent,no
34,technician,married,basic.9y,no,yes,yes,cellular,142.0,4,999.0,0,nonexistent,no
999,technician,married,professional.course,unknown,no,yes,cellular,81.0,1,999.0,0,nonexistent,no
999,technician,married,basic.6y,no,yes,no,telephone,138.0,1,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,27.0,2,999.0,0,nonexistent,no
33,admin.,married,high.school,no,no,no,cellular,133.0,4,999.0,0,nonexistent,no
999,retired,married,basic.4y,no,yes,yes,telephone,322.0,1,999.0,0,nonexistent,no
39,technician,married,professional.course,no,yes,no,cellular,231.0,2,999.0,0,nonexistent,no
55,admin.,divorced,high.school,no,yes,no,cellular,244.0,2,6.0,3,success,yes
35,blue-collar,single,basic.6y,no,yes,no,telephone,198.0,3,999.0,0,nonexistent,no
49,admin.,divorced,university.degree,no,yes,no,telephone,234.0,2,999.0,0,nonexistent,no
50,admin.,married,basic.9y,unknown,yes,yes,telephone,412.0,2,999.0,0,nonexistent,no
69,retired,married,high.school,no,no,no,cellular,346.0,3,999.0,0,nonexistent,yes
44,admin.,married,high.school,no,yes,no,cellular,150.0,3,999.0,2,failure,no
59,retired,married,basic.4y,unknown,yes,no,telephone,163.0,1,999.0,0,nonexistent,no
41,services,married,professional.course,no,no,yes,cellular,217.0,3,999.0,0,nonexistent,no
34,blue-collar,married,basic.4y,no,no,no,telephone,611.0,2,999.0,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,166.0,6,999.0,0,nonexistent,no
32,admin.,married,university.degree,no,no,yes,cellular,280.0,1,999.0,0,nonexistent,no
36,blue-collar,married,unknown,unknown,no,no,telephone,456.0,3,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,cellular,326.0,1,999.0,0,nonexistent,no
38,technician,divorced,high.school,no,yes,no,cellular,171.0,2,999.0,0,nonexistent,no
33,services,married,high.school,no,no,no,cellular,192.0,1,999.0,1,failure,yes
28,admin.,single,high.school,no,no,no,cellular,1333.0,5,999.0,0,nonexistent,yes
999,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,254.0,3,999.0,0,nonexistent,no
49,admin.,married,university.degree,no,yes,yes,telephone,,2,999.0,0,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,no,cellular,317.0,1,999.0,1,failure,no
28,admin.,single,university.degree,no,yes,no,cellular,28.0,2,999.0,0,nonexistent,no
51,services,married,professional.course,unknown,no,no,telephone,158.0,5,999.0,0,nonexistent,no
41,technician,divorced,basic.4y,no,yes,no,telephone,128.0,2,999.0,0,nonexistent,no
28,blue-collar,married,professional.course,unknown,yes,no,cellular,573.0,7,999.0,1,failure,no
52,admin.,married,unknown,no,no,no,cellular,422.0,1,999.0,0,nonexistent,no
30,technician,married,basic.9y,no,yes,no,telephone,7.0,7,999.0,0,nonexistent,no
36,admin.,single,high.school,no,no,no,cellular,90.0,1,999.0,0,nonexistent,no
59,retired,divorced,basic.9y,unknown,yes,no,telephone,124.0,1,999.0,0,nonexistent,no
31,services,,high.school,no,yes,no,cellular,62.0,1,999.0,0,nonexistent,no
41,management,divorced,basic.9y,no,yes,yes,telephone,240.0,2,999.0,0,nonexistent,no
31,blue-collar,single,professional.course,no,no,yes,telephone,186.0,1,999.0,0,nonexistent,no
55,admin.,married,basic.9y,unknown,yes,no,cellular,42.0,1,999.0,0,nonexistent,no
32,blue-collar,married,basic.9y,unknown,yes,no,cellular,,1,999.0,1,failure,no
51,entrepreneur,divorced,university.degree,unknown,no,yes,telephone,112.0,2,999.0,0,nonexistent,no
44,services,divorced,high.school,unknown,no,no,telephone,220.0,1,999.0,0,nonexistent,no
999,services,married,basic.4y,unknown,yes,yes,telephone,166.0,1,999.0,0,nonexistent,no
27,technician,single,professional.course,no,no,no,telephone,99.0,2,999.0,1,failure,no
31,technician,,university.degree,no,no,no,cellular,52.0,3,999.0,0,nonexistent,no
58,housemaid,single,professional.course,no,no,yes,cellular,335.0,1,999.0,0,nonexistent,yes
44,admin.,married,university.degree,no,yes,no,telephone,351.0,1,999.0,0,nonexistent,no
46,admin.,divorced,high.school,no,no,no,cellular,282.0,1,999.0,0,nonexistent,no
44,blue-collar,married,basic.9y,no,yes,no,cellular,383.0,1,999.0,1,failure,no
51,retired,married,basic.9y,unknown,yes,no,cellular,276.0,1,999.0,0,nonexistent,no
46,entrepreneur,married,professional.course,no,yes,no,telephone,51.0,2,999.0,0,nonexistent,no
999,services,married,high.school,no,yes,no,cellular,220.0,1,999.0,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,95.0,1,999.0,0,nonexistent,no
26,technician,,professional.course,no,no,no,telephone,260.0,1,999.0,0,nonexistent,no
36,blue-collar,married,high.school,no,yes,no,telephone,25.0,1,,0,nonexistent,no
34,admin.,married,professional.course,no,no,yes,cellular,82.0,1,999.0,0,nonexistent,no
29,admin.,single,basic.9y,unknown,no,no,telephone,93.0,1,,0,nonexistent,no
57,admin.,married,high.school,unknown,yes,yes,cellular,127.0,4,999.0,0,nonexistent,no
40,entrepreneur,married,high.school,no,no,no,telephone,259.0,12,999.0,0,nonexistent,no
999,management,married,university.degree,no,yes,no,cellular,13.0,2,999.0,0,nonexistent,no
999,services,single,basic.6y,no,yes,no,cellular,734.0,2,999.0,0,nonexistent,yes
48,admin.,married,high.school,no,yes,no,cellular,190.0,1,999.0,0,nonexistent,no
36,technician,single,professional.course,no,yes,no,cellular,474.0,1,999.0,0,nonexistent,yes
41,management,married,high.school,no,no,no,cellular,97.0,1,999.0,2,failure,no
999,services,married,high.school,no,yes,no,cellular,,2,,0,nonexistent,no
46,management,divorced,basic.4y,no,no,no,telephone,201.0,5,999.0,0,nonexistent,no
49,management,married,university.degree,no,yes,yes,cellular,40.0,8,999.0,0,nonexistent,no
53,retired,married,basic.9y,no,no,no,cellular,133.0,4,999.0,0,nonexistent,no
46,services,married,basic.4y,no,yes,no,cellular,187.0,3,999.0,1,failure,no
27,technician,married,professional.course,no,no,no,cellular,102.0,9,999.0,0,nonexistent,no
56,technician,married,professional.course,unknown,no,yes,telephone,168.0,4,999.0,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,513.0,4,999.0,0,nonexistent,no
37,admin.,married,high.school,no,no,no,cellular,305.0,5,999.0,0,nonexistent,no
34,blue-collar,married,basic.6y,no,yes,no,telephone,123.0,1,999.0,0,nonexistent,no
35,management,married,university.degree,no,yes,no,cellular,150.0,3,999.0,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,,5,999.0,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,cellular,115.0,3,999.0,0,nonexistent,no
22,blue-collar,single,basic.4y,unknown,yes,no,cellular,25.0,1,999.0,0,nonexistent,no
54,retired,divorced,professional.course,no,yes,no,telephone,139.0,3,999.0,1,failure,no
51,management,married,high.school,unknown,yes,no,cellular,397.0,1,999.0,0,nonexistent,no
43,technician,married,basic.9y,unknown,no,yes,telephone,226.0,1,,0,nonexistent,no
32,housemaid,,basic.4y,no,yes,no,cellular,240.0,1,999.0,0,nonexistent,no
46,admin.,married,university.degree,unknown,no,yes,cellular,184.0,4,999.0,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,1109.0,11,999.0,0,nonexistent,yes
55,technician,married,professional.course,no,yes,yes,telephone,210.0,1,999.0,0,nonexistent,no
40,blue-collar,single,basic.9y,no,yes,no,cellular,217.0,3,999.0,0,nonexistent,no
31,student,single,university.degree,unknown,no,no,telephone,332.0,2,999.0,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,379.0,3,999.0,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,no,yes,telephone,1210.0,1,999.0,0,nonexistent,yes
28,student,single,university.degree,unknown,no,no,cellular,135.0,4,999.0,0,nonexistent,no
54,blue-collar,,high.school,unknown,yes,yes,cellular,197.0,1,999.0,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,110.0,1,999.0,0,nonexistent,no
33,technician,married,professional.course,no,yes,no,telephone,171.0,1,999.0,0,nonexistent,yes
54,admin.,,basic.9y,no,yes,yes,cellular,167.0,2,999.0,0,nonexistent,no
58,unknown,married,unknown,unknown,no,no,telephone,118.0,3,999.0,0,nonexistent,no
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,489.0,2,999.0,0,nonexistent,no
999,technician,divorced,professional.course,unknown,yes,yes,cellular,212.0,9,999.0,0,nonexistent,no
